Shipment_ID,Origin,Destination,Distance_km,Shipment_Mode,Carrier,Quantity,Weight_kg,Volume_m3,Shipment_Value_INR,Weather_Conditions,Traffic_Conditions,Planned_Duration_Days,Actual_Duration_Days,Delay_Days,Status
SH1195,Kolkata,Kochi,4628,Air,CONCOR,6081,72361.02,165.584,930864997.21,Rainy,Moderate,3,3.93,0.93,On Time
SH1196,Bengaluru,Hyderabad,1350,Road,Blue Dart,7496,74152.81,427.185,301836351.81,Stormy,Moderate,3,4.62,1.62,Delayed
SH1197,Kolkata,Mumbai,6242,Ocean,TCI,3293,36359.02,120.856,44643352.24,Rainy,Low,12,14.03,2.03,Delayed
SH1198,Mumbai,Ahmedabad,11835,Ocean,SCI,56,119.83,0.26,149852.64,Sunny,Low,23,22.89,-0.11,On Time
SH1199,Ahmedabad,Kolkata,5829,Ocean,SCI,979,9966.04,28.226,14252818.97,Sunny,Low,11,12.21,1.21,Delayed
SH1200,Hyderabad,Kolkata,8652,Ocean,TCI,7883,7476.66,46.487,9614308.65,Sunny,Low,17,16.5,-0.5,On Time
SH1201,Bengaluru,Mumbai,9313,Air,TCI,8086,48120.38,157.542,720073702.5,Rainy,Low,7,8.33,1.33,Delayed
SH1202,Mumbai,Bengaluru,1501,Road,TCI,3286,19701.55,58.585,68714594.59,Sunny,High,4,6.38,2.38,Delayed
SH1203,Delhi,Mumbai,4382,Ocean,TCI,9798,113792.01,329.643,142434907.77,Rainy,Low,10,11.77,1.77,Delayed
SH1204,Chennai,Hyderabad,10416,Ocean,CONCOR,3885,15367.61,58.202,24983407.08,Sunny,Moderate,20,20.43,0.43,On Time
SH1205,Hyderabad,Kolkata,6162,Air,SCI,8508,38837.31,125.095,321024157.32,Rainy,Moderate,5,6.54,1.54,Delayed
SH1206,Mumbai,Kochi,3882,Air,CONCOR,4811,56680.1,177.573,796062493.93,Rainy,Low,3,3.69,0.69,On Time
SH1207,Chennai,Delhi,7536,Ocean,CONCOR,6118,72060.88,246.232,119269104.55,Stormy,Moderate,15,21.71,6.71,Delayed
SH1208,Mumbai,Hyderabad,5384,Air,Blue Dart,3985,13008.62,50.194,127384776.7,Sunny,High,4,4.14,0.14,On Time
SH1209,Hyderabad,Bengaluru,6906,Air,Gati,5979,46482.28,123.766,638600795.3,Sunny,Moderate,5,5.49,0.49,On Time
SH1210,Hyderabad,Ahmedabad,1593,Road,Gati,4258,6526.83,43.278,20608280.37,Sunny,Moderate,4,4.59,0.59,On Time
SH1211,Mumbai,Hyderabad,3550,Rail,Blue Dart,4947,6891.01,23.548,18691424.63,Sunny,Low,8,7.94,-0.06,On Time
SH1212,Chennai,Kochi,1908,Road,Gati,2142,24598.35,73.891,94380060.04,Sunny,Moderate,5,5.85,0.85,On Time
SH1213,Delhi,Kolkata,14350,Ocean,TCI,5459,20370.54,47.239,35455976.9,Sunny,High,28,28.44,0.44,On Time
SH1214,Bengaluru,Ahmedabad,9789,Ocean,SCI,2878,21412.81,77.798,32208436.29,Sunny,High,19,20.69,1.69,Delayed
SH1215,Kochi,Bengaluru,3159,Air,Gati,6605,21126.19,82.486,211891254.79,Rainy,Low,2,2.87,0.87,On Time
SH1216,Kolkata,Ahmedabad,7945,Air,Gati,7066,64367.16,246.471,514997993.28,Rainy,Low,6,6.45,0.45,On Time
SH1217,Chennai,Delhi,8232,Ocean,CONCOR,5843,23976.76,56.267,40980415.54,Sunny,High,16,16.76,0.76,On Time
SH1218,Kolkata,Chennai,11662,Air,Gati,1998,9906.01,26.669,128054943.8,Sunny,Low,9,9.2,0.2,On Time
SH1219,Kolkata,Chennai,630,Road,Blue Dart,9871,35467.81,112.101,167668526.34,Foggy,Low,1,1.98,0.98,On Time
SH1220,Ahmedabad,Chennai,1578,Road,Gati,7985,37849.96,135.452,120335021.41,Stormy,Moderate,4,7.94,3.94,Delayed
SH1221,Chennai,Kochi,1323,Road,SCI,9438,8619.68,29.913,47545679.29,Sunny,Moderate,3,4.01,1.01,Delayed
SH1222,Kolkata,Bengaluru,1621,Rail,Blue Dart,8597,12735.81,77.162,40334534.76,Stormy,Moderate,4,5.53,1.53,Delayed
SH1223,Hyderabad,Mumbai,10011,Air,Gati,724,4465.59,15.319,52321376.12,Rainy,Low,8,9.46,1.46,Delayed
SH1224,Kolkata,Mumbai,918,Rail,TCI,2795,28947.79,82.384,61765130.19,Sunny,Low,3,3.27,0.27,On Time
SH1225,Kochi,Hyderabad,10198,Ocean,Gati,2616,11780.11,42.055,11322298.03,Sunny,Moderate,20,19.46,-0.54,On Time
SH1226,Ahmedabad,Kolkata,7426,Air,Blue Dart,8885,96346.58,241.744,1402965159.3,Rainy,Moderate,6,6.34,0.34,On Time
SH1227,Ahmedabad,Hyderabad,13171,Ocean,Gati,6733,63523.65,286.474,99702070.05,Rainy,High,26,27.46,1.46,Delayed
SH1228,Chennai,Kolkata,655,Road,TCI,5152,12285.62,32.763,63814327.66,Foggy,Low,1,2.63,1.63,Delayed
SH1229,Hyderabad,Mumbai,2852,Rail,TCI,5989,18852.69,113.847,51418324.51,Sunny,Moderate,7,7.91,0.91,On Time
SH1230,Delhi,Bengaluru,1613,Road,Gati,1982,11443.82,33.045,61088703.79,Sunny,High,4,5.26,1.26,Delayed
SH1231,Kolkata,Kochi,5743,Air,CONCOR,7210,21773.13,70.092,314310569.88,Sunny,Low,4,6.03,2.03,Delayed
SH1232,Kolkata,Chennai,2972,Rail,Gati,1346,15534.94,46.72,57639110.86,Stormy,Low,7,8.57,1.57,Delayed
SH1233,Mumbai,Chennai,986,Rail,TCI,6023,62246.98,172.395,215496800.03,Stormy,Low,3,5.92,2.92,Delayed
SH1234,Ahmedabad,Kolkata,5217,Air,TCI,5017,51436.71,126.972,445842875.36,Sunny,Low,4,4.0,0.0,On Time
SH1235,Mumbai,Kochi,12858,Ocean,Gati,2226,2262.68,5.435,2878696.12,Sunny,Moderate,25,25.27,0.27,On Time
SH1236,Mumbai,Ahmedabad,6765,Ocean,Blue Dart,4419,52643.93,184.578,75913948.01,Sunny,High,13,12.3,-0.7,On Time
SH1237,Mumbai,Delhi,4772,Air,Blue Dart,2830,15454.28,38.472,184574715.63,Sunny,Low,3,3.07,0.07,On Time
SH1238,Bengaluru,Chennai,14230,Ocean,Gati,7862,41854.55,98.917,56927296.93,Sunny,Low,28,27.82,-0.18,On Time
SH1239,Ahmedabad,Bengaluru,8570,Ocean,TCI,320,3396.55,10.921,3531881.31,Stormy,Low,17,21.79,4.79,Delayed
SH1240,Kochi,Mumbai,489,Road,Blue Dart,6664,6811.53,27.083,37575690.71,Sunny,Moderate,1,1.0,0.0,On Time
SH1241,Hyderabad,Bengaluru,3527,Rail,SCI,4357,13723.64,91.177,44963501.19,Foggy,Low,8,10.16,2.16,Delayed
SH1242,Ahmedabad,Delhi,1566,Road,Gati,8547,92345.8,211.652,342832316.1,Sunny,Low,4,3.41,-0.59,On Time
SH1243,Hyderabad,Bengaluru,5991,Ocean,Blue Dart,8513,11937.29,35.05,18572380.4,Sunny,Moderate,11,10.47,-0.53,On Time
SH1244,Chennai,Mumbai,6832,Ocean,TCI,5729,22402.9,56.0,35790084.28,Sunny,Moderate,13,13.7,0.7,On Time
SH1245,Kochi,Mumbai,3967,Rail,CONCOR,7415,82243.01,209.212,269404798.91,Stormy,Low,9,11.72,2.72,Delayed
SH1246,Bengaluru,Delhi,8357,Ocean,TCI,9573,22106.47,115.375,35422615.85,Rainy,Moderate,16,18.1,2.1,Delayed
SH1247,Kochi,Chennai,8946,Ocean,CONCOR,1957,3777.8,8.803,5581190.07,Stormy,Low,17,19.74,2.74,Delayed
SH1248,Hyderabad,Delhi,9287,Ocean,CONCOR,2290,9278.15,29.104,9830516.33,Foggy,Moderate,18,20.22,2.22,Delayed
SH1249,Ahmedabad,Chennai,2337,Rail,CONCOR,4458,43072.47,181.233,133245949.21,Rainy,High,5,7.75,2.75,Delayed
SH1250,Kochi,Chennai,8131,Air,SCI,189,1444.88,5.413,18969664.11,Sunny,Low,6,6.33,0.33,On Time
SH1251,Chennai,Kochi,13665,Ocean,TCI,6482,51077.81,132.664,76162987.07,Sunny,Moderate,27,26.55,-0.45,On Time
SH1252,Kochi,Chennai,10481,Ocean,Gati,4506,53054.73,305.569,74048952.33,Sunny,High,20,25.56,5.56,Delayed
SH1253,Mumbai,Delhi,11162,Ocean,CONCOR,6291,38091.73,156.122,45765988.76,Rainy,High,22,27.2,5.2,Delayed
SH1254,Hyderabad,Chennai,6195,Ocean,TCI,3604,28679.93,117.738,27896767.18,Foggy,Low,12,13.13,1.13,Delayed
SH1255,Kolkata,Chennai,11619,Ocean,Blue Dart,2692,4624.63,22.649,8109654.86,Rainy,High,23,23.87,0.87,On Time
SH1256,Delhi,Kochi,1083,Rail,Blue Dart,4446,32027.43,134.239,89290700.96,Foggy,Low,3,4.74,1.74,Delayed
SH1257,Kochi,Bengaluru,3369,Air,CONCOR,2151,9165.44,19.859,78732129.11,Stormy,High,2,6.96,4.96,Delayed
SH1258,Chennai,Mumbai,1059,Road,Blue Dart,4188,32806.34,139.775,162042994.33,Sunny,Low,3,2.88,-0.12,On Time
SH1259,Ahmedabad,Kochi,9485,Ocean,SCI,2396,8019.26,46.655,10789997.37,Rainy,Moderate,18,27.81,9.81,Delayed
SH1260,Delhi,Kolkata,474,Road,TCI,7660,28786.32,67.674,117943644.29,Rainy,Low,1,3.38,2.38,Delayed
SH1261,Mumbai,Delhi,11786,Ocean,Blue Dart,344,1235.58,4.429,2115432.75,Rainy,Moderate,23,23.28,0.28,On Time
SH1262,Chennai,Kolkata,2841,Rail,TCI,5788,65214.71,378.271,224553856.83,Sunny,Moderate,7,7.63,0.63,On Time
SH1263,Bengaluru,Kolkata,12003,Ocean,TCI,3328,12419.89,31.086,12042991.48,Sunny,High,24,29.02,5.02,Delayed
SH1264,Mumbai,Kolkata,441,Road,CONCOR,2718,27192.54,88.815,140953785.22,Sunny,High,1,2.28,1.28,Delayed
SH1265,Bengaluru,Ahmedabad,6927,Air,Blue Dart,2641,25900.9,60.911,321832001.97,Sunny,Low,5,4.88,-0.12,On Time
SH1266,Mumbai,Bengaluru,1229,Road,CONCOR,2644,11930.35,35.874,61481060.22,Stormy,Low,3,5.02,2.02,Delayed
SH1267,Mumbai,Bengaluru,6700,Ocean,TCI,1697,3142.57,15.119,3022128.26,Rainy,Moderate,13,14.4,1.4,Delayed
SH1268,Mumbai,Kochi,10081,Air,CONCOR,7167,13597.21,36.539,164186411.85,Sunny,Low,8,7.95,-0.05,On Time
SH1269,Ahmedabad,Kolkata,7453,Ocean,TCI,5833,44257.63,128.317,57944348.15,Sunny,Moderate,14,14.07,0.07,On Time
SH1270,Ahmedabad,Mumbai,8618,Air,SCI,6951,49471.71,313.609,723068621.79,Rainy,Moderate,7,9.04,2.04,Delayed
SH1271,Bengaluru,Hyderabad,1674,Road,Gati,866,9908.41,23.492,46234185.88,Stormy,Moderate,4,7.02,3.02,Delayed
SH1272,Chennai,Mumbai,7893,Ocean,TCI,9338,62191.56,140.501,102613965.61,Stormy,Moderate,15,18.07,3.07,Delayed
SH1273,Delhi,Mumbai,1098,Road,CONCOR,3814,19878.57,52.767,61250894.9,Sunny,Low,3,3.1,0.1,On Time
SH1274,Kochi,Bengaluru,14990,Ocean,Blue Dart,6041,70273.48,405.507,105732579.44,Sunny,Low,29,27.76,-1.24,On Time
SH1275,Chennai,Kolkata,9951,Ocean,CONCOR,5676,26955.56,162.518,33801030.24,Foggy,Low,19,21.26,2.26,Delayed
SH1276,Mumbai,Hyderabad,2305,Rail,SCI,5217,6596.0,15.769,19929807.34,Stormy,Moderate,5,9.03,4.03,Delayed
SH1277,Kochi,Chennai,1382,Rail,TCI,9530,42790.37,149.218,97463119.64,Sunny,Moderate,3,3.52,0.52,On Time
SH1278,Delhi,Hyderabad,1980,Road,Gati,2941,17499.23,43.667,65809473.87,Sunny,Low,5,4.72,-0.28,On Time
SH1279,Hyderabad,Kochi,499,Road,CONCOR,3328,23017.0,64.904,78154463.47,Sunny,Moderate,1,1.82,0.82,On Time
SH1280,Mumbai,Kochi,1038,Rail,CONCOR,2775,25265.48,110.443,73908294.09,Stormy,Moderate,3,5.79,2.79,Delayed
SH1281,Kochi,Ahmedabad,1563,Road,Gati,3990,36309.57,179.118,131362013.41,Sunny,Low,4,4.36,0.36,On Time
SH1282,Bengaluru,Hyderabad,1814,Road,SCI,2925,2773.67,7.234,10815228.25,Stormy,High,5,9.82,4.82,Delayed
SH1283,Hyderabad,Bengaluru,5735,Air,CONCOR,9917,42210.24,102.486,576028550.93,Stormy,High,4,10.02,6.02,Delayed
SH1284,Mumbai,Chennai,5964,Air,CONCOR,9191,64438.82,248.346,810665714.64,Sunny,Low,4,4.87,0.87,On Time
SH1285,Kochi,Ahmedabad,1458,Road,Gati,8756,67272.89,148.652,309539445.63,Rainy,High,4,7.56,3.56,Delayed
SH1286,Delhi,Bengaluru,9395,Ocean,CONCOR,6089,29592.35,105.679,43783731.6,Rainy,Moderate,18,19.08,1.08,Delayed
SH1287,Hyderabad,Delhi,8383,Ocean,CONCOR,3011,14055.23,31.077,14792469.31,Foggy,Moderate,16,17.34,1.34,Delayed
SH1288,Mumbai,Delhi,3917,Air,CONCOR,7032,51980.36,244.298,672416632.1,Sunny,Moderate,3,3.46,0.46,On Time
SH1289,Chennai,Ahmedabad,1341,Road,TCI,7439,81586.86,218.344,454961239.22,Stormy,Moderate,3,7.45,4.45,Delayed
SH1290,Hyderabad,Mumbai,3723,Rail,CONCOR,7225,9140.11,39.606,32926583.16,Rainy,Low,9,10.41,1.41,Delayed
SH1291,Chennai,Ahmedabad,3002,Rail,SCI,7432,28204.25,65.451,105629617.83,Sunny,High,7,11.13,4.13,Delayed
SH1292,Ahmedabad,Delhi,14846,Ocean,SCI,3855,7599.26,27.977,10074576.91,Sunny,Moderate,29,29.85,0.85,On Time
SH1293,Delhi,Kolkata,6617,Ocean,Gati,9004,53076.18,217.528,55455134.89,Sunny,Low,13,12.18,-0.82,On Time
SH1294,Hyderabad,Delhi,1519,Road,TCI,1992,19283.3,72.991,73977678.59,Sunny,Low,4,4.02,0.02,On Time
SH1295,Bengaluru,Hyderabad,5148,Air,Gati,5507,24453.39,54.025,222146249.32,Sunny,Moderate,4,3.45,-0.55,On Time
SH1296,Kolkata,Kochi,652,Road,Gati,1497,5975.54,23.063,18215559.72,Sunny,High,1,2.96,1.96,Delayed
SH1297,Ahmedabad,Mumbai,12417,Ocean,Blue Dart,5258,37354.45,97.398,60242315.74,Stormy,Low,24,27.95,3.95,Delayed
SH1298,Mumbai,Delhi,1441,Road,CONCOR,7174,43962.37,107.337,191246600.97,Sunny,High,4,5.79,1.79,Delayed
SH1299,Ahmedabad,Kochi,6535,Ocean,SCI,9090,90039.61,274.05,142122249.99,Rainy,High,13,15.03,2.03,Delayed
SH1300,Kochi,Delhi,3333,Rail,TCI,102,377.85,1.668,876595.28,Stormy,Low,8,11.29,3.29,Delayed
SH1301,Mumbai,Kochi,8482,Ocean,CONCOR,7293,50343.77,112.931,81988767.97,Sunny,Moderate,16,16.42,0.42,On Time
SH1302,Hyderabad,Bengaluru,1710,Road,TCI,4670,35818.88,99.47,113988148.11,Sunny,Low,4,4.59,0.59,On Time
SH1303,Bengaluru,Delhi,9447,Ocean,Gati,5900,5668.01,22.491,6429420.04,Sunny,High,18,17.27,-0.73,On Time
SH1304,Mumbai,Hyderabad,1495,Road,Gati,771,4933.32,12.444,27269235.38,Sunny,Moderate,4,5.25,1.25,Delayed
SH1305,Kochi,Ahmedabad,2290,Rail,TCI,192,2106.62,6.414,6061227.86,Sunny,Low,5,5.78,0.78,On Time
SH1306,Mumbai,Delhi,5717,Ocean,Blue Dart,9309,7327.8,23.856,8496456.55,Sunny,Moderate,11,16.33,5.33,Delayed
SH1307,Mumbai,Chennai,1925,Road,CONCOR,7900,63140.2,282.161,285404658.53,Stormy,High,5,9.51,4.51,Delayed
SH1308,Hyderabad,Bengaluru,1298,Rail,Blue Dart,4372,23231.48,92.049,59968807.78,Sunny,Low,3,3.3,0.3,On Time
SH1309,Hyderabad,Kolkata,4051,Air,Gati,9815,111815.98,243.237,1473004356.66,Sunny,Low,3,3.95,0.95,On Time
SH1310,Kolkata,Mumbai,3976,Rail,TCI,5416,29841.7,69.712,74208132.25,Sunny,Low,9,9.41,0.41,On Time
SH1311,Kolkata,Mumbai,1715,Road,CONCOR,233,1711.37,8.444,9609500.55,Sunny,Moderate,4,4.71,0.71,On Time
SH1312,Hyderabad,Kochi,2105,Rail,TCI,8052,31274.51,164.448,114079490.4,Stormy,Moderate,5,8.89,3.89,Delayed
SH1313,Delhi,Hyderabad,1355,Road,Blue Dart,9511,25603.74,119.297,101134919.38,Sunny,High,3,4.16,1.16,Delayed
SH1314,Hyderabad,Bengaluru,6341,Ocean,SCI,8235,32522.76,90.686,43074088.21,Sunny,Low,12,12.46,0.46,On Time
SH1315,Ahmedabad,Kochi,1329,Rail,SCI,4109,43307.72,130.014,139643901.91,Sunny,Moderate,3,4.91,1.91,Delayed
SH1316,Kochi,Ahmedabad,8287,Ocean,SCI,6059,43224.06,138.364,45805209.27,Foggy,Low,16,17.41,1.41,Delayed
SH1317,Kolkata,Ahmedabad,3890,Air,SCI,7086,70261.32,142.158,689804296.51,Foggy,Moderate,3,8.14,5.14,Delayed
SH1318,Kolkata,Delhi,8647,Ocean,SCI,2482,8458.33,24.018,10672173.02,Stormy,High,17,22.09,5.09,Delayed
SH1319,Mumbai,Kochi,12848,Ocean,Blue Dart,4641,28052.61,63.136,32143820.61,Sunny,High,25,24.44,-0.56,On Time
SH1320,Chennai,Bengaluru,13460,Ocean,CONCOR,9325,17385.56,36.462,26677235.91,Rainy,Low,26,27.4,1.4,Delayed
SH1321,Delhi,Hyderabad,8621,Ocean,SCI,7616,57479.11,120.131,87132198.16,Sunny,Low,17,17.11,0.11,On Time
SH1322,Kochi,Mumbai,1540,Road,SCI,1123,1928.81,7.034,7983435.68,Rainy,Moderate,4,5.5,1.5,Delayed
SH1323,Kolkata,Kochi,5284,Air,Gati,807,3351.87,6.854,32970293.76,Sunny,High,4,6.59,2.59,Delayed
SH1324,Ahmedabad,Mumbai,11119,Ocean,CONCOR,2895,26496.71,78.87,40514735.54,Sunny,Moderate,22,22.32,0.32,On Time
SH1325,Hyderabad,Mumbai,10763,Ocean,TCI,3214,35428.56,148.916,59135167.85,Sunny,Moderate,21,21.28,0.28,On Time
SH1326,Kolkata,Kochi,7962,Ocean,CONCOR,3227,1850.23,3.757,3277177.64,Sunny,Moderate,15,15.72,0.72,On Time
SH1327,Hyderabad,Delhi,6806,Ocean,CONCOR,1022,12150.38,76.408,17824165.94,Rainy,Moderate,13,14.11,1.11,Delayed
SH1328,Ahmedabad,Mumbai,1892,Rail,TCI,3021,6044.31,17.374,16766561.33,Stormy,Moderate,4,7.02,3.02,Delayed
SH1329,Delhi,Chennai,5620,Ocean,SCI,7431,87009.15,440.752,100446768.19,Stormy,High,11,18.0,7.0,Delayed
SH1330,Mumbai,Chennai,5012,Ocean,CONCOR,1931,21989.64,51.916,26904618.17,Sunny,Moderate,10,10.14,0.14,On Time
SH1331,Delhi,Chennai,8686,Ocean,TCI,2109,11010.46,53.148,12621255.45,Sunny,Low,17,20.86,3.86,Delayed
SH1332,Kolkata,Hyderabad,9543,Air,Gati,1144,1246.82,3.867,13833176.08,Sunny,Low,7,7.23,0.23,On Time
SH1333,Kochi,Hyderabad,1211,Road,SCI,4983,22350.88,76.361,75411956.37,Sunny,High,3,5.18,2.18,Delayed
SH1334,Chennai,Ahmedabad,1650,Road,SCI,2631,11521.35,44.455,38767226.35,Sunny,Moderate,4,5.28,1.28,Delayed
SH1335,Kochi,Chennai,9781,Air,CONCOR,3798,5481.55,33.789,81830172.47,Sunny,Moderate,8,8.38,0.38,On Time
SH1336,Kolkata,Chennai,8308,Air,CONCOR,9872,58030.91,158.214,631279611.76,Sunny,Low,6,6.01,0.01,On Time
SH1337,Bengaluru,Ahmedabad,2976,Rail,CONCOR,936,1539.52,4.263,4489699.75,Sunny,Moderate,7,8.01,1.01,Delayed
SH1338,Kochi,Delhi,2004,Rail,Gati,6904,23541.28,51.974,51319389.56,Sunny,High,5,7.22,2.22,Delayed
SH1339,Delhi,Chennai,7009,Ocean,Blue Dart,2127,10312.03,51.512,10058815.28,Sunny,High,14,14.15,0.15,On Time
SH1340,Kochi,Delhi,3150,Rail,SCI,1319,2646.18,7.308,9225972.5,Sunny,Moderate,7,8.46,1.46,Delayed
SH1341,Kochi,Delhi,12713,Ocean,Blue Dart,3859,39296.89,123.207,63388346.54,Rainy,Moderate,25,25.67,0.67,On Time
SH1342,Mumbai,Kochi,12718,Ocean,TCI,2222,1741.75,6.289,2471941.06,Stormy,Low,25,30.67,5.67,Delayed
SH1343,Bengaluru,Chennai,3486,Rail,SCI,4585,44062.76,113.938,140531923.06,Foggy,Low,8,9.04,1.04,Delayed
SH1344,Chennai,Kolkata,860,Road,CONCOR,5631,31461.61,190.833,152938203.2,Foggy,High,2,4.1,2.1,Delayed
SH1345,Bengaluru,Hyderabad,1054,Road,CONCOR,2303,4282.46,28.548,21130881.62,Sunny,Low,3,1.61,-1.39,On Time
SH1346,Hyderabad,Kochi,4935,Ocean,SCI,6444,64256.18,138.312,91540253.52,Stormy,Low,10,14.99,4.99,Delayed
SH1347,Mumbai,Hyderabad,10754,Air,CONCOR,2625,31366.24,88.618,429319609.82,Sunny,Low,8,7.53,-0.47,On Time
SH1348,Bengaluru,Chennai,2876,Rail,CONCOR,3794,29489.08,151.293,88831783.96,Rainy,Moderate,7,10.23,3.23,Delayed
SH1349,Bengaluru,Kolkata,9331,Air,Blue Dart,1549,8666.48,23.68,120894941.71,Sunny,Low,7,6.7,-0.3,On Time
SH1350,Kochi,Kolkata,4298,Ocean,SCI,973,9119.33,24.115,15131076.87,Foggy,Moderate,10,15.7,5.7,Delayed
SH1351,Chennai,Kochi,8837,Ocean,Blue Dart,8155,18512.46,37.63,26243418.75,Sunny,High,17,24.62,7.62,Delayed
SH1352,Kolkata,Delhi,2693,Rail,TCI,8156,92392.26,275.469,303201809.4,Foggy,High,6,9.8,3.8,Delayed
SH1353,Kochi,Delhi,2457,Rail,CONCOR,7432,71236.99,272.632,214746006.16,Sunny,High,6,8.31,2.31,Delayed
SH1354,Mumbai,Hyderabad,6618,Air,TCI,322,554.77,2.921,8092573.82,Stormy,Moderate,5,13.97,8.97,Delayed
SH1355,Delhi,Kochi,10360,Ocean,Gati,3640,28977.32,59.858,31504232.39,Sunny,Moderate,20,21.21,1.21,Delayed
SH1356,Hyderabad,Kolkata,6560,Ocean,TCI,1261,2989.33,7.344,3394134.29,Sunny,Moderate,13,13.51,0.51,On Time
SH1357,Bengaluru,Kolkata,12947,Ocean,CONCOR,5980,41903.54,89.575,54177199.96,Sunny,Low,25,25.71,0.71,On Time
SH1358,Chennai,Ahmedabad,7622,Ocean,Gati,8161,59136.03,134.414,60753811.82,Sunny,Moderate,15,14.75,-0.25,On Time
SH1359,Ahmedabad,Hyderabad,3441,Air,Gati,2696,11445.53,39.749,139902617.1,Stormy,Moderate,2,6.24,4.24,Delayed
SH1360,Hyderabad,Delhi,1452,Road,TCI,7847,59685.95,221.349,320185735.06,Sunny,Low,4,3.43,-0.57,On Time
SH1361,Delhi,Hyderabad,3171,Air,Gati,2356,6306.45,20.293,83654448.88,Foggy,High,2,4.03,2.03,Delayed
SH1362,Chennai,Mumbai,10748,Ocean,Gati,3293,37068.8,118.377,49454405.38,Sunny,Low,21,20.95,-0.05,On Time
SH1363,Chennai,Ahmedabad,13145,Ocean,SCI,6609,65996.27,155.026,79065239.32,Stormy,Moderate,26,29.51,3.51,Delayed
SH1364,Chennai,Ahmedabad,5395,Air,SCI,8276,9006.17,31.139,104309025.99,Sunny,Low,4,4.61,0.61,On Time
SH1365,Bengaluru,Kolkata,11022,Air,SCI,3617,10204.21,42.458,89743846.05,Foggy,Moderate,9,12.07,3.07,Delayed
SH1366,Mumbai,Bengaluru,6313,Ocean,CONCOR,1281,13046.86,51.403,13370910.94,Sunny,Low,12,11.38,-0.62,On Time
SH1367,Mumbai,Ahmedabad,1164,Road,CONCOR,5699,63672.62,350.043,241987499.28,Rainy,Low,3,3.82,0.82,On Time
SH1368,Kochi,Kolkata,336,Road,TCI,7285,18478.01,100.18,103197393.59,Rainy,Moderate,1,2.57,1.57,Delayed
SH1369,Hyderabad,Mumbai,1289,Road,Gati,2088,3742.1,14.058,19156322.76,Sunny,Moderate,3,3.71,0.71,On Time
SH1370,Chennai,Kolkata,10681,Ocean,SCI,9693,59452.12,160.356,94013632.4,Rainy,Low,21,22.76,1.76,Delayed
SH1371,Mumbai,Chennai,14492,Ocean,Blue Dart,7254,61358.55,308.341,80335987.43,Rainy,Moderate,28,28.26,0.26,On Time
SH1372,Kochi,Chennai,1243,Rail,SCI,2937,6829.91,14.163,24173130.92,Foggy,High,3,6.02,3.02,Delayed
SH1373,Ahmedabad,Bengaluru,1881,Road,Blue Dart,1990,11790.77,34.304,53730088.26,Sunny,Moderate,5,5.95,0.95,On Time
SH1374,Delhi,Ahmedabad,539,Road,CONCOR,2743,11798.88,28.732,48811880.19,Sunny,Moderate,1,1.0,0.0,On Time
SH1375,Hyderabad,Bengaluru,11219,Air,Blue Dart,2035,7761.74,50.976,89055660.01,Sunny,Moderate,9,11.36,2.36,Delayed
SH1376,Kochi,Kolkata,4378,Air,Blue Dart,5700,43863.45,127.999,475986794.05,Rainy,High,3,7.52,4.52,Delayed
SH1377,Delhi,Bengaluru,922,Road,Blue Dart,4673,18229.83,76.113,71295751.69,Sunny,Low,2,1.79,-0.21,On Time
SH1378,Kochi,Ahmedabad,12536,Ocean,SCI,8286,60172.13,201.06,88871441.77,Sunny,Low,25,24.86,-0.14,On Time
SH1379,Kolkata,Hyderabad,4478,Ocean,TCI,1241,10166.37,23.669,17725195.32,Sunny,Low,10,10.45,0.45,On Time
SH1380,Ahmedabad,Hyderabad,13873,Ocean,Gati,3726,41787.14,83.753,65394050.85,Sunny,High,27,31.12,4.12,Delayed
SH1381,Chennai,Bengaluru,7471,Air,SCI,3389,15591.33,33.236,129127769.04,Rainy,Moderate,6,8.26,2.26,Delayed
SH1382,Kochi,Ahmedabad,3178,Air,SCI,4136,9267.82,45.618,95457667.97,Sunny,Low,2,3.56,1.56,Delayed
SH1383,Ahmedabad,Bengaluru,6933,Ocean,TCI,9457,73904.44,255.373,71371316.12,Rainy,High,13,14.19,1.19,Delayed
SH1384,Ahmedabad,Delhi,10326,Ocean,Blue Dart,5636,64799.1,229.917,80672429.7,Sunny,Moderate,20,24.44,4.44,Delayed
SH1385,Delhi,Mumbai,13164,Ocean,CONCOR,6741,14742.53,37.646,25855738.85,Rainy,Low,26,26.91,0.91,On Time
SH1386,Delhi,Ahmedabad,7994,Air,CONCOR,9431,5272.93,17.238,45293314.76,Rainy,Low,6,8.12,2.12,Delayed
SH1387,Ahmedabad,Delhi,868,Road,TCI,428,3355.96,13.033,17876360.41,Foggy,Low,2,2.68,0.68,On Time
SH1388,Ahmedabad,Delhi,1521,Road,SCI,8931,45732.27,129.833,176478309.58,Sunny,Moderate,4,5.2,1.2,Delayed
SH1389,Kochi,Hyderabad,1318,Road,Blue Dart,2989,26428.06,139.531,109007546.37,Stormy,Low,3,4.42,1.42,Delayed
SH1390,Ahmedabad,Mumbai,1186,Rail,SCI,5530,11177.85,22.712,33752643.45,Foggy,High,3,5.64,2.64,Delayed
SH1391,Bengaluru,Mumbai,4990,Air,SCI,4048,7698.13,26.047,64986949.66,Sunny,Moderate,4,3.76,-0.24,On Time
